Item,Sentence 
id_00003271,color is Burgundy Elastic waist Lightweight
id_00003272,"color is Black Woven, unlined Midweight"
id_00003273,color is Black ivory Semi-sheer Lightweight knit
id_00003274,color is Teal Partial lining 100% polyester
id_00003275,"color is Cream Five-pocket construction, zip fly Lightweight, woven"
id_00003276,color is Red black Unlined Lightweight
id_00003277,"color is Black Woven, fully lined Lightweight"
id_00003278,"color is Heather grey Semi-sheer, knit 50% cotton, 50% modal"
id_00003279,"color is Black red Open front, long sleeves Lightweight, contrast ribbed trim"
id_00003279,"color is Black red Open front, long sleeves Lightweight, contrast ribbed trim"
id_00003280,"color is Cream black Woven, vented sides Elasticized drawstring waist"
id_00003281,color is Black Fully lined Lightweight knit
id_00003282,color is Oatmeal black Knit 100% viscose
id_00003283,"color is Black ivory Unlined, knit 96% polyester, 4% spandex"
id_00003284,"color is Burgundy black Unlined, woven 100% rayon"
id_00003285,"color is Cream 25.5"" approx. length from high point shoulder to hem, 40"" chest, 36"" waist, 26"" sleeve length from high point shoulder Measured from Small"
id_00003286,color is Cream black Lightweight 100% linen (flax)
id_00003287,"color is Cream blue Unlined Lightweight, woven"
id_00003288,"color is Cream coral Unlined, woven 100% polyester"
id_00003289,"color is Black Partially lined Concealed back zipper, woven"
id_00003290,color is Black white Lightweight knit Ribbed trim
id_00003291,"color is Navy white Lightweight 52% linen, 48% rayon"
id_00003292,"color is Blue white Concealed back zipper, unlined Lightweight, woven"
id_00003293,"color is Rose Zip fly Lightweight, unlined"
id_00003294,"color is White multi Woven, unlined Lightweight"
id_00003295,color is Dark denim Five-pocket construction Zip fly
id_00003296,"color is Dark grey 35"" approx. inseam, 28"" waist, 25"" leg opening, 12"" rise, 24"" thigh circumference Measured from Small"
id_00003297,"color is Light denim Lightweight, woven 100% cotton"
id_00003298,"color is Brown Semi-sheer, sleeveless Unlined, woven"
id_00003299,"color is Black multi Unlined, open front Lightweight, woven"
id_00003300,color is Black cream Ruched sides at elasticized waist Lightweight knit
id_00003301,"color is Grey Lightweight, unlined Zip-tab fly, classic belt loops"
id_00003302,"color is Black Split kangaroo pocket, drawstring hood Lightweight knit"
id_00003303,color is Chestnut Unlined Woven
id_00003304,color is Blue white Knit Drawstring hood
id_00003304,color is Blue white Knit Drawstring hood
id_00003305,"color is Amber Zip fly, back patch pockets Unlined, woven"
id_00003306,"color is Navy white Lightweight knit 60% cotton, 40% polyester"
id_00003307,"color is Navy cream Adjustable straps Partially lined, woven"
id_00003308,color is Cream black Unlined Midweight
id_00003309,"color is Black yellow Concealed side zipper Woven, unlined"
id_00003310,color is Oatmeal Lightweight knit 100% acrylic
id_00003311,color is Black Fully lined Medium weight
id_00003312,"color is Oatmeal Lightweight 85% rayon, 15% linen"
id_00003313,"color is White Unlined Lightweight, woven"
id_00003314,color is Light denim Woven 100% cotton
id_00003315,color is Cream Lightweight knit 100% rayon
id_00003316,color is Burgundy Fully lined Midweight
id_00003317,"color is Blue multi Unlined, woven 100% cotton"
id_00003318,"color is Denim cream Lightweight knit 72% cotton, 28% polyester"
id_00003319,"color is Black Fully lined Lightweight, woven"
id_00003320,"color is Ivory multi Fully lined, woven Concealed side zipper, hook-eye closure"
id_00003321,"color is Light denim Zip fly Lightweight, woven"
id_00003321,"color is Light denim Zip fly Lightweight, woven"
id_00003322,"color is White black Crew neck, raw-cut trim Knit"
id_00003323,"color is Light yellow multi 25.5"" approx. length from high point shoulder to hem, 37"" chest, 39"" waist Measured from Small"
id_00003324,color is Light blue blue Unlined Woven
id_00003325,"color is Black Lightweight, woven Fully lined, hook-eye keyhole back"
id_00003326,"color is Royal 40"" approx. length from high point shoulder to hem, 32"" chest, 25"" waist, 6"" sleeve length from high point shoulder Measured from Small"
id_00003327,"color is Black brown Lightweight, woven Elasticized waist, slanted & welt pockets"
id_00003328,"color is Denim grey Lightweight, woven Unlined, chest patch pocket"
id_00003329,"color is White Lightweight, woven 100% cotton"
id_00003330,"color is Heather grey Knit 90% cotton, 10% viscose"
id_00003331,"color is Black Woven, unlined Lightweight"
id_00003332,"color is Cream Round neckline, unlined Lightweight knit"
id_00003333,"color is White Woven Five-pocket construction, zip fly"
id_00003334,"color is Black Elasticized ankle cuffs, unlined Lightweight"
id_00003335,color is Black blue Round neckline Lightweight knit
id_00003336,color is Red white Heathered knit lining Lightweight
id_00003337,"color is Cream black Unlined Lightweight, woven"
id_00003338,"color is Aspen gold Lightweight knit 95% cotton, 5% spandex"
id_00003339,"color is Eggplant Lightweight 55% polyester, 45% cotton"
id_00003340,color is Charcoal grey Ribbed trim Lightweight knit
id_00003341,"color is Denim washed Lightweight, woven Five-pocket construction"
id_00003342,color is White red Knit 100% cotton
id_00003343,"color is Heather grey 25"" approx. length from high point shoulder to hem, 26"" chest, 24"" waist Measured from Small"
id_00003344,"color is Red white 15.5"" approx. length from high point shoulder to hem, 28"" chest, 25"" waist, 5"" sleeve length from high point shoulder Measured from Small"
id_00003345,color is Navy Fully lined Heavyweight
id_00003346,"color is White black Knit 50% cotton, 50% modal"
id_00003347,"color is Light denim 98% cotton, 2% spandex 29.25"" inseam, 26"" waist, 9"" rise"
id_00003347,"color is Light denim 98% cotton, 2% spandex 29.25"" inseam, 26"" waist, 9"" rise"
id_00003348,"color is Red teal Unlined, classic collar Woven"
id_00003349,color is Navy white Lightweight knit 100% cotton
id_00003350,"color is Blue white Crew neck, short sleeves 100% polyester"
id_00003351,"color is Black Lightweight 75% rayon, 22% rayon, 3% spandex"
id_00003352,"color is Navy Unlined Lightweight, woven"
id_00003353,"color is Navy Fully lined Lightweight, woven"
id_00003354,"color is Black cream Unlined, vented hem Lightweight, woven"
id_00003355,"color is Ivory silver Woven, fully lined Invisible back zipper, midweight"
id_00003356,color is Black white Lightweight knit Front slant pockets
id_00003357,color is Tan multi Knit Crew neck
id_00003358,color is Black red Unlined Exposed back zipper
id_00003359,"color is Denim Lightweight woven 73% cotton, 14% rayon, 11% polyester, 2% spandex"
id_00003360,"color is Blue cream Unlined, woven 100% cotton"
id_00003361,color is Eggplant Ribbed round neckline Lightweight
id_00003362,"color is Denim Unlined Lightweight, woven"
id_00003363,color is Heather grey multi Officially licensed product Knit
id_00003364,"color is Cream peach V-cut back Unlined, woven"
id_00003365,"color is Orange taupe Woven, partially lined Lightweight, invisible back zipper"
id_00003366,"color is Black cream Midweight 60% cotton, 40% acrylic"
id_00003367,"color is Blue Button-tab long sleeves, vented sides Unlined, woven"
id_00003368,"color is Black white Scoop neck and back Lightweight, stretch-knit"
id_00003369,"color is Charcoal Lightweight, unlined Partially elasticized waist"
id_00003370,"color is Red blue Woven, unlined 99% cotton, 1% spandex"
id_00003371,"color is Heather grey 27"" approx. length from high point shoulder to hem, 28"" chest, 26"" waist Measured from Small"
id_00003372,"color is Blue cream Round neckline Woven, unlined"
id_00003373,color is Grey charcoal Round neckline Lightweight knit
id_00003374,"color is Blush Woven, unlined Lightweight"
id_00003375,color is Grey olive Knit 100% cotton
id_00003376,color is Cream rust Unlined 100% rayon
id_00003377,color is Taupe Fully lined Hook-eye closure
id_00003378,"color is White navy Unlined, V-neckline Lightweight"
id_00003379,"color is Black heather grey Fully lined, zip-up front Lightweight"
id_00003380,"color is Black white Lightweight 55% linen, 45% rayon"
id_00003381,"color is Aqua 25.25"" approx. length from high point shoulder to hem, 41"" chest, 40"" waist, 7.75"" sleeve length from high point shoulder  Measured from Small "
id_00003382,"color is Apricot navy Lightweight, woven Unlined"
id_00003383,"color is Navy cream Lightweight 61% rayon, 38% polyester, 1% spandex"
id_00003384,"color is Black white Knit 95% rayon, 5% spandex"
id_00003385,"color is Cream black Lightweight knit Shell: 97% rayon, 3% spandex"
id_00003386,"color is Black Elasticized waist, partially lined Lightweight knit"
id_00003387,color is White black Partially lined 100% polyester
id_00003388,"color is Cream black Lightweight knit 55% cotton, 41% rayon, 4% spandex"
id_00003389,color is White black Lightweight knit 100% cotton
id_00003390,"color is Mustard blue Unlined, exposed back zipper Lightweight, woven"
id_00003391,"color is Black red Medium weight, unlined Woven, elasticized waist"
id_00003392,color is Black Sweetheart neckline Unlined
id_00003393,"color is Denim washed Lightweight, woven Classic collar, short sleeves"
id_00003394,"color is Black white V-neckline, partially elasticized waist with self-tie belt Unlined, woven"
id_00003395,"color is Blue Lightweight knit 96% cotton, 4% spandex"
id_00003396,"color is Cream multi Unlined, woven Round neckline, button keyhole back"
id_00003397,color is Black Includes cami slip Knit
id_00003398,color is Olive Lightweight knit Scoop neck
id_00003399,"color is Light denim Midweight, woven Unlined"
id_00003400,color is Cayenne Long sleeves Lightweight
id_00003401,color is Navy white Exposed back zipper Unlined
id_00003402,"color is Heather grey black Drawstring waist, slanted front pockets Unlined"
id_00003403,"color is Blue pink Fully lined Lightweight, woven"
id_00003404,"color is Dark denim Five-pocket construction Lightweight, woven"
id_00003405,"color is Aqua Knit 60% cotton, 40% modal"
id_00003406,"color is Cream black  22.5""-27"" approx. length from high point shoulder to hem, 36"" chest, 38"" waist  Measured from Small "
id_00003407,color is Cream black Lightweight knit 100% rayon
id_00003408,"color is Medium denim Unlined, woven 100% lyocell"
id_00003409,"color is Lavender blue 3/4 sleeves, open front Unlined"
id_00003410,color is Black grey Lightweight knit Short sleeves
id_00003411,color is Charcoal white Round neckline Lightweight knit
id_00003412,color is Black aqua Zip fly Unlined
id_00003413,"color is Heather grey cream Lightweight knit 95% rayon, 5% spandex"
id_00003414,color is Mustard Unlined Lightweight
id_00003415,"color is Light grey 60% rayon, 27% polyester, 4% spandex 16"" full length, 30"" chest, 30"" waist"
id_00003416,"color is Black 50% modal, 45% cotton, 5% spandex 18"" full length, 26"" chest, 25"" waist, 3.5"" sleeve length"
id_00003417,color is Black white Elasticized waist Unlined
id_00003418,"color is Cream wine Buttoned cuffs, unlined Lightweight, woven"
id_00003419,"color is Khaki Front flap pockets, adjustable drawstring waist Midweight, woven"
id_00003420,color is White yellow Knit Round neckline
id_00003421,color is Black white Lightweight knit 100% cotton
id_00003422,"color is Rose Concealed side zipper, partially lined Lightweight knit"
id_00003423,"color is Mustard Unlined Lightweight, woven"
id_00003424,"color is Red cream Woven, exposed back zipper Unlined, mock flap chest pocket"
id_00003425,color is Olive cream Knit 100% linen
id_00003426,"color is Black charcoal Folded short sleeves, removable faux leather belt Lightweight, unlined"
id_00003427,"color is Red white Woven, button-down front Basic collar, chest patch pocket"
id_00003428,color is Gold multi Officially licensed product Knit
id_00003429,"color is Blue pink Knit 60% cotton, 40% modal"
id_00003430,color is Light denim Partially lined Woven
id_00003431,color is Black cream Unlined Woven
id_00003432,"color is Denim Side zipper and snap button closure Back patch pockets, woven"
id_00003433,"color is Cocoa Lightweight 48% rayon, 48% polyester, 4% spandex"
id_00003434,"color is Heather grey Lightweight knit 55% cotton, 45% polyester"
id_00003435,"color is Cream pink Unlined, exposed partial back zipper Woven, short sleeves"
id_00003436,"color is Heather grey black Lightweight Shell 1: 60% cotton, 40% polyester; Shell 2: 50% cotton, 50% polyester"
id_00003437,"color is Grey Unlined, woven 100% cotton"
id_00003438,"color is Dark grey Shell 1: 96% rayon, 4% spandex; Shell 2: 91% nylon, 9% spandex 47"" full length, 46"" chest, 46"" waist"
id_00003439,"color is Navy white Woven Basic collar, chest patch pocket"
id_00003440,"color is White charcoal Unlined, woven Elasticized drawstring waist"
id_00003441,color is Periwinkle ivory Round neckline Lightweight
id_00003442,"color is Black white Zip fly, unlined Woven"
id_00003443,"color is Teal Woven, unlined Elasticized bustline"
id_00003444,color is Navy cream Unlined 100% viscose
id_00003445,"color is Black Jetted front pockets, unlined Midweight, woven"
id_00003446,"color is Burgundy Fully lined Lightweight, woven"
id_00003447,color is Cream black Fully lined Lightweight
id_00003448,"color is Black 27.75"" approx. length from high point shoulder to hem, 34"" chest, 41"" waist Measured from Small "
id_00003449,color is Wine Unlined Knit
id_00003450,color is Denim Unlined 100% lyocell
id_00003451,"color is Black Lightweight knit Elasticized waist, welt pockets"
id_00003452,color is Cream black Lightweight knit 100% cotton
id_00003453,"color is Purple cocoa Lightweight, woven Partially lined"
id_00003454,"color is Khaki Lightweight 60% cotton, 40% modal"
id_00003455,"color is Red 31.5"" approx. length from high point shoulder to hem, 32"" chest, 26"" waist, 24"" sleeve length from high point shoulder Measured from Small"
id_00003456,color is Rust blue Unlined Woven
id_00003457,"color is Cream Fully lined, concealed back zipper Lightweight, knit & woven"
id_00003458,color is Black white Knit Ribbed crew neck
id_00003459,"color is Oatmeal Lightweight, unlined 96% rayon, 4% spandex"
id_00003460,color is Light blue Lightweight 100% rayon
id_00003461,"color is Black turquoise Lightweight knit Front slant pockets, ribbed ankles"
id_00003462,color is Black white Lightweight Elasticized waist
id_00003463,color is White black Lightweight knit 100% cotton
id_00003463,color is White black Lightweight knit 100% cotton
id_00003464,"color is Sage Concealed back zipper, partially lined Midweight, woven"
id_00003465,"color is Black Lightweight, stretch-knit 66% rayon, 30% nylon, 4% spandex"
id_00003466,"color is Heather grey white  24.5"" approx length from high point shoulder to hem, 34"" chest, 32.5"" waist, 29.35"" sleeve length from high point shoulder   Measured from Small "
id_00003467,color is Teal Invisible side zipper Lightweight knit
id_00003468,"color is Blue cream Lightweight, woven Fully lined"
id_00003469,"color is Blue cream Short sleeves Unlined, woven"
id_00003470,"color is Aqua 29"" approx. length from high point shoulder to hem, 42"" chest, 40"" waist Measured from Medium"
id_00003471,color is Black cream Unlined Knit
id_00003472,"color is Cream Sleeveless, fully lined Lightweight, woven"
id_00003473,"color is Blue Semi-sheer, unlined Woven"
id_00003474,"color is Cream Unlined, woven Round neckline, short sleeves"
id_00003475,"color is Cream black Embroidered trim, adjustable straps Unlined, woven"
id_00003476,color is Cream black Lightweight knit 100% cotton
id_00003477,"color is Black 34"" approx. length from high point shoulder to hem, 39"" chest, 38"" waist, 23"" sleeve length from high point shoulder Measured from Small"
id_00003478,"color is Ivory silver Midweight 78% polyester, 22% acrylic"
id_00003478,"color is Ivory silver Midweight 78% polyester, 22% acrylic"
id_00003479,"color is Taupe 26"" approx. length from high point shoulder to hem, 40"" chest, 40"" waist, 20"" sleeve length from high point shoulder Measured from Small"
id_00003480,"color is Midnight Lightweight, woven Unlined"
id_00003481,"color is Peach Five pocket construction, button-fly closure Midweight, woven"
id_00003482,"color is Taupe burgundy Baste-stitched back pocket, partially elasticized waist Lightweight"
id_00003483,"color is Heather grey Unlined 49% polyester, 45% nylon, 6% spandex"
id_00003484,"color is Denim washed Zip fly Lightweight, woven"
id_00003485,"color is Navy ivory Adjustable cami straps, V-neckline Woven, unlined"
id_00003486,"color is Black Lightweight, woven Unlined"
id_00003487,color is Berry Lightweight Unlined
id_00003488,color is Rust taupe Open front Lightweight knit
id_00003489,color is Dusty pink Woven 100% cotton
id_00003490,color is Green black Fully lined Lightweight knit
id_00003491,"color is Royal Concealed back zipper, sleeveless Unlined"
id_00003492,"color is Taupe Lightweight 60% cotton, 40% acrylic"
id_00003493,color is Teal Unlined Lightweight
id_00003494,"color is Burgundy Unlined, lightweight 53% polyester, 35% cotton, 12% rayon"
id_00003495,"color is Cream black Crew neckline, short sleeves Lightweight"
id_00003496,"color is Red cream Sleeveless Woven, partially lined"
id_00003497,"color is Cream black Lightweight 68% polyester, 28% rayon,  4% spandex"
id_00003498,"color is Cream navy Unlined Lightweight, woven"
id_00003499,"color is Plum Knit, unlined Partial invisible back zipper"
id_00003500,"color is Black ivory 14.5"" approx. length from high point shoulder to hem, 14.5"" chest, 24"" waist, 24.5"" sleeve length from high point shoulder Measured from Small"
id_00003501,"color is Mustard Unlined, woven V-neckline"
id_00003502,"color is Cream Lightweight, woven Unlined, buttoned keyhole back"
id_00003503,"color is Denim washed Lightweight, woven Five-pocket construction, zip fly"
id_00003504,"color is Olive Unlined Lightweight, woven"
id_00003504,"color is Olive Unlined Lightweight, woven"
id_00003505,"color is Black Button keyhole back, round neckline Unlined, lightweight"
id_00003506,"color is Blue red Lightweight, woven Partially lined"
id_00003507,"color is Purple green Woven, self-tie keyhole back Elasticized waist, fully lined"
id_00003508,"color is Light pink Lightweight, woven Partially lined"
id_00003509,"color is Heather grey cream 24.5"" approx. length from high point shoulder to hem, 34"" chest, 33"" waist, 7"" sleeve length from high point shoulder Measured from Small"
id_00003510,color is White black Officially licensed product Knit
id_00003511,"color is Black cream Crew neck, short sleeves Lightweight knit"
id_00003512,"color is Cream Lightweight, woven Unlined"
id_00003513,color is Burgundy Elasticized waist Knit
id_00003514,"color is Burgundy Fully lined Shell 1: 65% nylon, 35% cotton; Lining: 100% rayon"
id_00003515,"color is Navy Unlined, woven Pants feature concealed side zipper"
id_00003515,"color is Navy Unlined, woven Pants feature concealed side zipper"
id_00003516,"color is Silver Fully lined, invisible back zipper Lightweight knit"
id_00003517,"color is Black blue Dropped crotch, on-seam pockets Back patch pocket , lightweight knit"
id_00003518,color is Black nude Knit Partially lined
id_00003519,"color is Black silver Lightweight knit Fabric 1: 85% cotton, 15% polyester; Fabric 2: 100% polyurethane"
id_00003520,"color is Green black Invisible side zipper, partially lined Lightweight, woven"
id_00003521,color is Dark olive Unlined Lightweight
id_00003522,"color is White Lightweight, woven Unlined"
id_00003523,"color is Amber 25.5"" approx. length from high point shoulder to hem, 34"" chest, 31"" waist, 6"" sleeve length from high point shoulder Measured from Small"
id_00003524,"color is Light pink black Medium weight knit 60% cotton, 40% polyester"
id_00003525,"color is Cream Lightweight knit Shell: 84% cotton, 16% rayon"
id_00003526,"color is Light denim Zip fly Lightweight, woven"
id_00003527,"color is Navy blue 100% cotton 30"" full length, 42"" chest, 42"" waist, 9"" sleeve length"
id_00003528,color is Cream Lightweight 100% acrylic
id_00003528,color is Cream Lightweight 100% acrylic
id_00003529,"color is Navy orange Scoop neckline, adjustable straps Unlined, lightweight"
id_00003530,"color is Wine 23.5"" approx. length from waist to hem, 27"" waist Measured from Small"
id_00003531,"color is Mustard black Exposed partial back zipper, unlined Lightweight, woven"
id_00003532,"color is Black Round neckline Semi-sheer, unlined"
id_00003533,color is White black Knit Shell 1: 100% polyester; Shell 2: 100% cotton
id_00003534,color is Oatmeal black Round neckline Midweight
id_00003535,"color is Grey white Round neckline Knit, unlined"
id_00003536,"color is Navy Invisible side zipper, partially lined Midweight, woven"
id_00003537,"color is Indigo Lightweight, woven Mock fly, slant & welt pockets"
id_00003538,"color is Blush Semi-sheer, knit 96% rayon, 4% spandex"
id_00003539,"color is Cream Fully lined Lightweight, woven"
id_00003540,"color is Red black 3/4 dolman sleeves, unlined Lightweight woven"
id_00003541,"color is Black beige Partially lined Lightweight, woven"
id_00003542,color is Khaki Knit Long sleeves
id_00003543,"color is Black 30"" approx. inseam, 25"" waist, 10"" leg opening, 8"" rise, 18"" thigh circumference Measured from Small"
id_00003544,"color is Ivory Zip fly, on-seam pockets Lightweight, unlined"
id_00003545,"color is Cream black Lightweight knit 60% cotton, 40% polyester"
id_00003546,"color is Black cream Fully lined, concealed side zipper Woven"
id_00003547,color is Cream Lightweight knit 100% acrylic
id_00003548,color is Charcoal black Lightweight knit Unlined
id_00003549,"color is Sage Unlined Lightweight, woven"
id_00003550,"color is Medium denim Dropped armholes Unlined, woven"
id_00003551,color is Cream black Lightweight Fully lined
id_00003552,"color is Black red Unlined, concealed front snap button Lightweight, woven"
id_00003553,"color is Black white Knit, fully lined Elasticized drawstring waist"
id_00003554,color is Cream black Unlined Elasticized waist
id_00003555,"color is Blue cream 30"" approx. length from high point shoulder to hem, 44"" chest, 42"" waist, 8"" sleeve length from high point shoulder Measured from Medium"
id_00003556,color is Blush Sleeveless Unlined
id_00003557,color is Ivory black Lightweight knit 100% polyester
id_00003558,"color is Peacock Lightweight 95% cotton, 5% spandex"
id_00003559,color is Cream multi Midweight knit Vented sides
id_00003560,"color is Heather grey 16"" approx. length from waist to hem, 24"" waist Measured from Small"
id_00003561,color is Burgundy black Partially lined Lightweight
id_00003562,color is Black cream Ribbed trim Long sleeves
id_00003563,"color is Black Unlined, lightweight Elasticized waist, mock back pocket"
id_00003564,"color is Navy yellow Elasticized ankles, unlined Lightweight, button zip fly"
id_00003565,"color is Dark denim Unlined Lightweight, woven"
id_00003566,"color is Black Lightweight 53% rayon, 45% polyester, 2% spandex"
id_00003567,"color is Olive Unlined, woven 100% cotton"
id_00003568,color is Navy cream Unlined Woven
id_00003569,color is Pink Side-split hem Lightweight
id_00003570,"color is Black Lightweight, woven Zip fly, five-pocket construction"
id_00003571,"color is Heather grey Lightweight knit 56% cotton, 44% polyester"
id_00003572,"color is Blush Fully lined, welt pockets Notched collar, one-button closure"
id_00003573,"color is Cream black Round neckline, lightweight Shell: 65% polyester, 31% rayon, 4% spandex"
id_00003574,"color is Royal Unlined Lightweight, woven"
id_00003575,color is Black cream Crew neck Lightweight knit
id_00003575,color is Black cream Crew neck Lightweight knit
id_00003576,color is Cream black Medium weight 100% acrylic
id_00003577,"color is Teal Lightweight knit Elasticized drawstring waist, slant pockets"
id_00003578,"color is Black white 11"" waist side seam to hem, 2.5"" inseam, 23"" leg opening, 11"" rise, 26"" waist Measured from Small"
id_00003579,color is Cream black Vented sides Lightweight knit
id_00003580,"color is Mustard 95% rayon, 5% spandex 14"" full length, 28"" chest, 26"" waist"
id_00003581,"color is Taupe black 19"" approx. length from high point shoulder to hem, 40"" chest, 38"" waist, 12"" sleeve length from high point shoulder Measured from Small"
id_00003582,color is Black silver Fully lined Woven
id_00003583,"color is Coral Lightweight, woven 100% cotton"
id_00003584,color is Yellow pink Unlined 100% rayon
id_00003585,"color is Rose Shallow round neckline, ribbed trim Lightweight"
id_00003586,"color is Purple cream Unlined Lightweight, woven"
id_00003587,"color is Black white Lightweight knit 60% cotton, 40% polyester"
id_00003588,"color is Indigo Unlined Lightweight, woven"
id_00003589,color is Black Lightweight 100% acrylic
id_00003590,"color is Dark navy Lightweight knit 53% cotton, 43% viscose, 4% spandex"
id_00003591,"color is Black rust Unlined Lightweight, woven"
id_00003592,"color is Mint white Stretch knit, unlined 95% polyester, 5% spandex"
id_00003592,"color is Mint white Stretch knit, unlined 95% polyester, 5% spandex"
id_00003593,"color is Black gunmetal Lightweight, woven Fully lined"
id_00003594,color is Heather grey Light to midweight knit Ribbed trim
id_00003595,"color is Orchid Lightweight 54% cotton, 46% polyester"
id_00003596,color is Heather grey ivory Unlined Knit & woven
id_00003597,"color is White Unlined, woven 65% cotton, 32% nylon, 3% spandex"
id_00003598,"color is Black pink Lightweight, woven Concealed side zipper, fully lined"
id_00003599,color is Charcoal red Officially licensed product Lightweight knit
id_00003600,color is Grey Knit Crew neck
id_00003601,"color is Black navy Unlined, woven 100% rayon"
id_00003602,"color is Black multi Long sleeves Unlined, woven"
id_00003603,"color is Red navy Round neckline, unlined Lightweight"
id_00003604,"color is Black Unlined Lightweight, woven"
id_00003605,"color is Black Lightweight knit 62% polyester, 33% rayon, 5% spandex"
id_00003606,"color is Black blue Semi-sheer, elasticized waist Unlined, knit"
id_00003607,"color is Cream pink 24"" approx. length from high point shoulder to hem, 34"" chest, 32"" waist, 9"" sleeve length from high point shoulder Measured from Small"
id_00003608,color is Burgundy Unlined Lightweight
id_00003609,color is Cream Lightweight 100% acrylic
id_00003610,"color is Orange Lightweight, woven Unlined"
id_00003611,"color is Black white Knit, unlined 68% rayon, 32% polyester"
id_00003612,"color is Mauve Lightweight, woven Zip fly, five pockets"
id_00003613,color is Black peach Contrast trim Lightweight
id_00003614,"color is Black Unlined, slanted front pockets Lightweight"
id_00003615,color is Black pink Unlined Woven
id_00003616,color is Midnight cream Knit 100% cotton
id_00003617,"color is Cream 34.5"" approx. length from high point shoulder to hem, 36"" chest, 42"" waist Measured from Small"
id_00003618,"color is Cream Woven, fully lined Lightweight, invisible side zipper"
id_00003619,"color is Cream black Round neckline, unlined Lightweight, woven"
id_00003620,"color is Wine Semi-sheer, lightweight Woven, unlined"
id_00003621,"color is Denim Five-pocket construction, zip fly Woven"
id_00003622,color is Heather grey Short sleeves Knit
id_00003623,"color is Black Lightweight, unlined Woven"
id_00003624,color is Teal black Round neckline Unlined
id_00003625,"color is Citron clear Buttoned keyhole back, fully lined Midweight, woven"
id_00003626,"color is Lime 17.5"" approx. length from high point shoulder to hem, 35"" chest, 35"" waist Measured from Small"
id_00003627,"color is Light blue cream Partially lined, bust grip tape Smocked back, woven"
id_00003628,color is Aqua purple Lightweight knit 100% cotton
id_00003629,color is Peach Exposed back zipper Lightweight
id_00003630,"color is Cream black Woven, unlined Lightweight"
id_00003631,color is Black cream Midweight Slanted front pockets
id_00003632,"color is Navy Vented sides 57% polyester, 38% rayon, 5% spandex"
id_00003633,color is Heather grey black Lightweight knit Crew neck
id_00003634,color is Heather grey black Officially licensed product Knit
id_00003635,"color is White Semi-sheer, exposed back zipper Unlined, knit"
id_00003636,"color is Red white Lightweight knit 59% cotton, 41% polyester"
id_00003637,"color is Taupe Unlined, woven 100% rayon"
id_00003638,"color is Cream black Lightweight 96% rayon, 4% modal"
id_00003639,"color is Navy white Concealed side zipper, unlined 100% rayon"
id_00003640,"color is Olive Lightweight knit 60% cotton, 40% rayon"
id_00003641,"color is Ivory gold Unlined, woven Shell 1: 100% cotton; Shell 2: 65% cotton, 35% nylon"
id_00003642,"color is Grey black 50% cotton, 50% modal 25"" full length, 36"" chest, 36"" waist"
id_00003643,"color is Grey coral Midweight knit 55% cotton, 20% viscose, 20% nylon, 5% wool"
id_00003644,"color is Oatmeal Lightweight knit 83% rayon, 17% nylon"
id_00003644,"color is Oatmeal Lightweight knit 83% rayon, 17% nylon"
id_00003645,"color is Nude Partially lined Lightweight, woven"
id_00003646,"color is Blue yellow 31"" approx. length from high point shoulder to hem, 38"" chest, 36"" waist, 7"" sleeve length from high point shoulder Measured from Small"
id_00003647,color is White Zip fly Woven
id_00003648,color is Black Fully lined Lightweight knit
id_00003649,"color is Rose Short raglan sleeves, unlined Lightweight, woven"
id_00003650,"color is Black Lightweight, woven Unlined"
id_00003651,"color is Eggplant black Stretch knit Unlined, lightweight"
id_00003652,color is Cream black Unlined Lightweight
id_00003653,color is Navy black Ribbed round neckline Knit
id_00003654,"color is Ivory Fully lined, concealed back zipper Midweight"
id_00003655,"color is Denim Woven Zip fly, five-pocket construction"
id_00003656,"color is Cream Mock jetted pocket, padded shoulders Fully lined, midweight"
id_00003657,color is Denim Woven 100% cotton
id_00003658,"color is Cream black Lightweight Unlined, woven"
id_00003659,"color is Teal Fully lined, woven 100% polyester"
id_00003660,color is Burgundy Ribbed trim Knit
id_00003661,"color is Blue purple  50"" approx. length from bust to hem, 30"" chest, 24"" waist  Measured from Small "
id_00003662,"color is Olive heather grey Unlined, snap-button long sleeves Lightweight, woven & knit"
id_00003663,"color is Wine multi Unlined, woven Round neckline"
id_00003664,"color is Blush Lightweight, open front Fully lined, long sleeves"
id_00003665,"color is Hunter green Knit 55% polyester, 45% cotton"
id_00003666,"color is Cream dark grey Unlined, semi-sheer Lightweight, woven"
id_00003667,color is Charcoal cream Scoop neckline Lightweight knit
id_00003668,"color is Light denim Woven Five-pocket construction, zip fly"
id_00003669,color is Charcoal Lightweight Knit
id_00003670,color is Navy red Unlined Lightweight knit
id_00003671,color is Blue cream Patch front pockets Unlined
id_00003671,color is Blue cream Patch front pockets Unlined
id_00003672,"color is Olive Lightweight knit 90% modal, 10% wool"
id_00003673,color is Cream Lightweight knit 100% rayon
id_00003674,"color is Navy white Unlined, woven Elasticized waist"
id_00003675,"color is Cream Elasticized back Fully lined, woven"
id_00003676,"color is Blush Vented sides, ribbed neckline Lightweight"
id_00003677,"color is Light denim cream Unlined, woven 100% cotton"
id_00003678,"color is Mustard Knit, lightweight  27.5"" approx. length from high point shoulder to hem, 38"" chest, 42"" waist "
id_00003679,"color is Cream Buttoned cuffs, unlined Lightweight, woven"
id_00003680,color is Hot pink Unlined 100% rayon
